-0.043398,-0.057242,-0.589416,-0.999348,-0.017837,0.031398
-0.042526,-0.078093,-0.573497,0.999348,0.017837,-0.031398
-0.042888,-0.050999,-0.569643,-0.999348,-0.017837,0.031398
-0.076115,-0.064102,-0.758089,0.000000,0.869484,0.493962
-0.088302,-0.063515,-0.746978,0.999348,0.017837,-0.031398
-0.046465,0.000658,-0.654140,-0.999348,-0.017837,0.031398
-0.043243,-0.039471,-0.574370,0.999348,0.017837,-0.031398
-0.085280,-0.035426,-0.634850,-0.999348,-0.017837,0.031398
-0.087442,-0.032654,-0.702062,0.999348,0.017837,-0.031398
-0.083486,-0.107984,-0.618973,0.999348,0.017837,-0.031398
-0.086114,-0.032434,-0.659691,0.999348,0.017837,-0.031398
-0.088563,-0.009582,-0.724646,0.999348,0.017837,-0.031398
-0.079270,-0.045848,-0.550467,-0.036111,0.493639,-0.868917
-0.078934,-0.026101,-0.581866,-0.000000,-0.869484,-0.493962
-0.085514,-0.074950,-0.664748,0.999348,0.017837,-0.031398
-0.085084,-0.090691,-0.660006,0.999348,0.017837,-0.031398
-0.089635,-0.037664,-0.774737,-0.999348,-0.017837,0.031398
-0.049602,-0.041486,-0.554785,-0.000000,-0.869484,-0.493962
-0.083276,-0.083298,-0.598242,0.999348,0.017837,-0.031398
-0.047833,-0.031016,-0.715685,0.999348,0.017837,-0.031398
-0.084609,-0.020269,-0.604884,0.999348,0.017837,-0.031398
-0.047026,-0.025294,-0.686729,0.999348,0.017837,-0.031398
-0.042432,-0.110071,-0.588683,0.999348,0.017837,-0.031398
-0.045866,-0.039893,-0.658109,-0.999348,-0.017837,0.031398
-0.045184,-0.129700,-0.642622,0.000000,0.869484,0.493962
-0.089876,-0.028643,-0.777261,-0.999348,-0.017837,0.031398
-0.049050,0.014788,-0.728388,-0.999348,-0.017837,0.031398
-0.044232,-0.141394,-0.606203,0.036111,-0.493639,0.868917
-0.065558,0.003115,-0.633293,0.000000,0.869484,0.493962
-0.048215,-0.000384,-0.710421,-0.999348,-0.017837,0.031398
-0.087463,-0.048174,-0.711567,-0.999348,-0.017837,0.031398
-0.047437,0.006079,-0.682000,-0.999348,-0.017837,0.031398
-0.087231,-0.034713,-0.696518,-0.999348,-0.017837,0.031398
-0.089413,-0.038886,-0.768360,0.999348,0.017837,-0.031398
-0.086265,-0.024714,-0.660094,0.999348,0.017837,-0.031398
-0.046069,-0.051197,-0.671000,0.999348,0.017837,-0.031398
-0.087592,-0.022273,-0.700949,0.999348,0.017837,-0.031398
-0.085082,-0.046274,-0.634683,0.999348,0.017837,-0.031398
-0.085089,-0.078949,-0.653494,0.999348,0.017837,-0.031398
-0.048722,-0.051855,-0.755822,0.999348,0.017837,-0.031398
-0.088089,-0.047062,-0.730851,0.999348,0.017837,-0.031398
-0.046431,-0.084808,-0.701619,0.999348,0.017837,-0.031398
-0.087531,0.000829,-0.685879,0.999348,0.017837,-0.031398
-0.043256,-0.138449,-0.627222,0.000000,0.869484,0.493962
-0.085536,-0.032682,-0.641418,0.999348,0.017837,-0.031398
-0.086107,0.005519,-0.637891,-0.999348,-0.017837,0.031398
-0.074259,-0.034639,-0.566838,-0.000000,-0.869484,-0.493962
-0.061328,-0.000908,-0.767598,0.036111,-0.493639,0.868917
-0.085658,-0.010572,-0.632735,-0.999348,-0.017837,0.031398
-0.048300,-0.027473,-0.728515,0.999348,0.017837,-0.031398
-0.083182,-0.057247,-0.580456,0.999348,0.017837,-0.031398
-0.044490,-0.071493,-0.632252,-0.999348,-0.017837,0.031398
-0.050287,0.033271,-0.686375,0.000000,0.869484,0.493962
-0.083045,-0.079976,-0.589010,-0.999348,-0.017837,0.031398
-0.048683,-0.032409,-0.570763,-0.000000,-0.869484,-0.493962
-0.087229,-0.079781,-0.722059,-0.999348,-0.017837,0.031398
-0.066748,-0.128567,-0.597980,0.036111,-0.493639,0.868917
-0.049194,-0.019225,-0.752290,-0.999348,-0.017837,0.031398
-0.083217,-0.097712,-0.604563,-0.999348,-0.017837,0.031398
-0.058960,-0.021254,-0.779256,0.036111,-0.493639,0.868917
-0.087045,0.012613,-0.663710,0.999348,0.017837,-0.031398
-0.069805,-0.065512,-0.562031,0.036111,-0.493639,0.868917
-0.047070,-0.065329,-0.710882,0.999348,0.017837,-0.031398
-0.064563,-0.029520,-0.575848,0.000000,0.869484,0.493962
